"marketindex","x1_prod1","x2_prod1","x3_prod1","x1_prod2","x2_prod2","x3_prod2","x1_prod3","x2_prod3","x3_prod3","x1_prod0","x2_prod0","x3_prod0","choice"
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,3
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,3
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,3
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,3
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,0
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,1
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,3
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,3
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,3
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,3
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,3
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,3
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
1,7.45991702157255,1,7.26786639541388,6.67053954023978,1,7.63374311337247,8.4446817102285,0,11.3001566203311,0,0,0,2
